#,Team,sum,Matches,average
1,,Manchester United,1.431.362,19,75.335
2,,Arsenal FC,1.139.843,19,59.992
3,,Newcastle United,956.823,19,50.359
4,,Manchester City,861.939,19,45.365
5,,Liverpool FC,848.519,19,44.659
6,,Sunderland AFC,819.985,19,43.157
7,,Chelsea FC,789.376,19,41.546
8,,Everton FC,729.711,19,38.406
9,,Tottenham Hotspur,678.824,19,35.728
10,,West Ham United,662.552,19,34.871
11,,Aston Villa,648.518,19,34.133
12,,Leicester City,602.165,19,31.693
13,,Southampton FC,582.395,19,30.652
14,,Stoke City,514.547,19,27.081
15,,West Bromwich Albion,476.211,19,25.064
16,,Crystal Palace,464.004,19,24.421
17,,Hull City,447.584,19,23.557
18,,Swansea City,390.543,19,20.555
19,,Burnley FC,363.483,19,19.131
20,,Queens Park Rangers,338.369,19,17.809
,overall,13.746.753,380,36.176
