#,Team,sum,Matches,average
1,,Manchester United,1.306.528,19,68.765
2,,Newcastle United,988.609,19,52.032
3,,Liverpool FC,840.491,19,44.236
4,,Manchester City,814.269,19,42.856
5,,Chelsea FC,796.131,19,41.902
6,,Arsenal FC,725.499,19,38.184
7,,Everton FC,700.347,19,36.860
8,,Tottenham Hotspur,685.399,19,36.074
9,,Aston Villa,648.124,19,34.112
10,,Sunderland AFC,644.180,19,33.904
11,,West Ham United,641.109,19,33.743
12,,Middlesbrough FC,540.799,19,28.463
13,,Birmingham City,520.448,19,27.392
14,,Charlton Athletic,497.721,19,26.196
15,,Bolton Wanderers,483.636,19,25.455
16,,West Bromwich Albion,482.667,19,25.404
17,,Blackburn Rovers,399.288,19,21.015
18,,Fulham FC,392.430,19,20.654
19,,Wigan Athletic,391.587,19,20.610
20,,Portsmouth FC,376.951,19,19.840
,overall,12.876.213,380,33.885
