#,Team,sum,Matches,average
1,,Manchester United,1.283.594,19,67.558
2,,Newcastle United,976.079,19,51.373
3,,Sunderland AFC,888.156,19,46.745
4,,Liverpool FC,824.395,19,43.389
5,,Leeds United,755.287,19,39.752
6,,Chelsea FC,741.579,19,39.030
7,,Arsenal FC,723.036,19,38.055
8,,Aston Villa,665.223,19,35.012
9,,Tottenham Hotspur,665.015,19,35.001
10,,Everton FC,646.067,19,34.004
11,,West Ham United,595.800,19,31.358
12,,Southampton FC,582.019,19,30.633
13,,Derby County,566.508,19,29.816
14,,Middlesbrough FC,540.719,19,28.459
15,,Blackburn Rovers,493.551,19,25.976
16,,Bolton Wanderers,476.867,19,25.098
17,,Ipswich Town,464.086,19,24.426
18,,Charlton Athletic,459.131,19,24.165
19,,Leicester City,376.871,19,19.835
20,,Fulham FC,367.519,19,19.343
,overall,13.091.502,380,34.451
